142219 10 30 30 0 0 0 0 0 0
142219 10 30 30 0 0 400 8 410 4.66455
142219 10 30 30 0 0 400 8 411 1.32368
142219 10 30 30 0 0 400 8 412 5.26821
142219 10 30 30 0 0 400 8 412 4.67911
142219 10 30 30 0 0 400 8 412 7.81633
142219 10 30 30 0 0 400 8 412 8.38608
142219 10 30 30 0 0 400 8 412 1.99937
142219 10 30 30 0 0 400 8 412 6.48462
142219 10 30 30 0 0 400 8 413 7.40413
142219 10 30 30 0 0 400 8 412 5.06867
142219 10 30 30 0 0 400 8 413 6.81404
142219 10 30 30 0 0 400 8 413 5.09422
142219 10 30 30 0 0 400 8 412 7.14214
142219 10 30 30 0 0 400 8 413 7.5695
142219 10 30 30 0 0 400 8 412 8.17783
142219 10 30 30 0 0 400 8 412 8.86252
142219 10 30 30 0 0 400 8 413 2.674
142219 10 30 30 0 0 400 8 413 4.24478
142219 10 30 30 0 0 400 8 413 5.01786
142219 10 30 30 0 0 400 8 413 7.76571
142219 10 30 30 0 0 400 8 413 5.55211
142219 10 30 30 0 0 400 8 413 8.68412
142219 10 30 30 0 0 400 8 413 7.11024
142219 10 30 30 0 0 400 8 413 7.26152
142219 10 30 30 0 0 400 8 413 6.85797
142219 10 30 30 0 0 400 8 413 6.87562
142219 10 30 30 0 0 400 8 413 6.40949
142219 10 30 30 0 0 400 8 413 6.6025
142219 10 30 30 0 0 400 8 413 6.46893
142219 10 30 30 0 0 400 8 410 7.52139
142219 10 30 30 0 0 400 8 413 8.7608
142219 10 30 30 0 0 400 8 413 8.42047
142219 10 30 30 0 0 400 8 410 2.21921
142219 10 30 30 0 0 400 8 410 2.91813
142219 10 30 30 0 0 400 8 410 5.02101
142219 10 30 30 0 0 400 8 410 7.42854
142219 10 30 30 0 0 400 8 410 4.82751
142219 10 30 30 0 0 400 8 410 4.68223
142219 10 30 30 0 0 400 8 410 3.90594
142219 10 30 30 0 0 400 8 410 6.9174
142219 10 30 30 0 0 400 8 410 8.51798
142219 10 30 30 0 0 400 8 410 5.02402
142219 10 30 30 0 0 400 8 410 4.52969
142219 10 30 30 0 0 400 8 410 6.53919
142219 10 30 30 0 0 400 8 410 6.57981
142219 10 30 30 0 0 400 8 410 7.0602
142219 10 30 30 0 0 400 8 410 7.71906
142219 10 30 30 0 0 400 8 410 8.82889
142219 10 30 30 0 0 400 8 411 5.69901
142219 10 30 30 0 0 400 8 411 6.52777
142219 10 30 30 0 0 400 8 411 2.99327
142219 10 30 30 0 0 400 8 411 5.98151
142219 10 30 30 0 0 400 8 411 4.85359
142219 10 30 30 0 0 400 8 411 6.78299
142219 10 30 30 0 0 400 8 411 4.74698
142219 10 30 30 0 0 400 8 411 6.50153
142219 10 30 30 0 0 400 8 411 7.28969
142219 10 30 30 0 0 400 8 411 6.05638
142219 10 30 30 0 0 400 8 411 8.4195
142219 10 30 30 0 0 400 8 411 7.97122
142219 10 30 30 0 0 400 8 411 7.74529
142219 10 30 30 0 0 400 8 411 7.56472
142219 10 30 30 0 0 400 8 411 7.81008
142219 10 30 30 0 0 400 8 412 5.80775
142219 10 30 30 0 0 400 8 311 3.99987
142219 10 30 30 0 0 400 8 311 6.18475
142219 10 30 30 0 0 400 8 311 2.69088
142219 10 30 30 0 0 400 8 311 3.93356
142219 10 30 30 0 0 400 8 311 8.1367
142219 10 30 30 0 0 400 8 311 3.27859
142219 10 30 30 0 0 400 8 311 3.93883
142219 10 30 30 0 0 400 8 311 3.54446
142219 10 30 30 0 0 400 8 311 3.87321
142219 10 30 30 0 0 400 8 311 2.58545
142219 10 30 30 0 0 400 8 311 7.93822
142219 10 30 30 0 0 400 8 311 7.39245
142219 10 30 30 0 0 400 8 311 3.50766
142219 10 30 30 0 0 400 8 311 8.75395
142219 10 30 30 0 0 400 8 311 6.95897
142219 10 30 30 0 0 400 8 311 2.86847
142219 10 30 30 0 0 400 8 311 7.81594
142219 10 30 30 0 0 400 8 311 6.81667
142219 10 30 30 0 0 400 8 311 8.79294
142219 10 30 30 0 0 400 8 213 6.09301
142219 10 30 30 0 0 400 8 111 8.65587
142219 10 30 30 0 0 400 8 110 8.49209
142219 10 30 30 0 0 400 8 111 7.80056
142219 10 30 30 0 0 400 8 110 8.5996
142219 10 30 30 0 0 400 8 111 7.61334
142219 10 30 30 0 0 400 8 213 7.88387
142219 10 30 30 0 0 400 8 213 8.33522
142219 10 30 30 0 0 400 8 213 4.70037
142219 10 30 30 0 0 400 8 211 4.6846
142219 10 30 30 0 0 400 8 410 4.88373
142219 10 30 30 0 0 400 8 413 8.66577
142219 10 30 30 0 0 400 8 410 7.4583
142219 10 30 30 0 0 400 8 410 5.0769
142219 10 30 30 0 0 400 8 412 4.86671
142219 10 30 30 0 0 400 8 413 7.15583
142219 10 30 30 0 0 400 8 411 6.29836
142219 10 30 30 0 0 0 0 0 0
142219 10 30 30 0 0 400 8 412 4.45786
142219 10 30 30 0 0 400 8 412 1.38832
142219 10 30 30 0 0 400 8 412 6.16784
142219 10 30 30 0 0 400 8 412 3.09393
142219 10 30 30 0 0 400 8 412 4.039
142219 10 30 30 0 0 400 8 412 3.52524
142219 10 30 30 0 0 400 8 412 5.46249
142219 10 30 30 0 0 400 8 412 6.46977
142219 10 30 30 0 0 400 8 412 5.58494
142219 10 30 30 0 0 400 8 412 5.82956
142219 10 30 30 0 0 400 8 412 6.75372
142219 10 30 30 0 0 400 8 413 4.36324
142219 10 30 30 0 0 400 8 413 7.63636
142219 10 30 30 0 0 400 8 412 8.34159
142219 10 30 30 0 0 400 8 413 3.00687
142219 10 30 30 0 0 400 8 412 8.30605
142219 10 30 30 0 0 400 8 413 1.01461
142219 10 30 30 0 0 400 8 413 2.58864
142219 10 30 30 0 0 400 8 413 5.77591
142219 10 30 30 0 0 400 8 413 7.14133
142219 10 30 30 0 0 400 8 413 5.79004
142219 10 30 30 0 0 400 8 413 5.81092
